queue_action_id,action_type,target_scope,source_residual_ids,product,contract_role,contract,period,physical_path,current_evidence,recommended_action,requires_code_change,requires_manifest_change,requires_db_write,requires_parquet_write,requires_rqdata,risk_level,rollback_method
ACT-c9e37217ea53f53c,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260711_v2.parquet,"[""RES-ecbb8f06344fb711""]",lc,dominant_main,lc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260711_v2.parquet,"{""actual_checksums"":[""54761b7d670bffd7729824abd1f0d31d953319471b8109d23751dc0b4eab3b72""],""db_checksums"":[""54761b7d670bffd7729824abd1f0d31d953319471b8109d23751dc0b4eab3b72""],""db_data_roles"":[""superseded""],""db_ids"":[55870],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""54761b7d670bffd7729824abd1f0d31d953319471b8109d23751dc0b4eab3b72""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_lc_v2_history_20230103_20260711.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/lc/lc_v2_incremental_1d_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-57b5a679f514da7d,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=PD2608/PD2608_1d_20260401_20260707.parquet,"[""RES-231513fefe634b34""]",pd,actual_contract,PD2608,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=PD2608/PD2608_1d_20260401_20260707.parquet,"{""actual_checksums"":[""d990cba1dacb8c8684c5f355d0bbe2198d5217481d8a12803df0be5e23f7b26b""],""db_checksums"":[""5d5d3d9d9b442917dd75ff7c28bc08a0b0ee19d92bfcda9db36f83559e0278ac"",""d990cba1dacb8c8684c5f355d0bbe2198d5217481d8a12803df0be5e23f7b26b""],""db_data_roles"":[""primary"",""superseded""],""db_ids"":[33834,34216],""db_quality_statuses"":[""passed""],""db_record_count"":2,""manifest_checksums"":[""d990cba1dacb8c8684c5f355d0bbe2198d5217481d8a12803df0be5e23f7b26b""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_pd_PD2608_20260401_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-bd281f0b2eadff18,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260707_v2.parquet,"[""RES-d2a7c9b36ac23e86""]",pd,dominant_main,pd.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260707_v2.parquet,"{""actual_checksums"":[""d6ce397be335c1d4ded47d998fd1a37ce8f905bde5720865c64b89c2865e2733""],""db_checksums"":[""d6ce397be335c1d4ded47d998fd1a37ce8f905bde5720865c64b89c2865e2733""],""db_data_roles"":[""superseded""],""db_ids"":[41174],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""d6ce397be335c1d4ded47d998fd1a37ce8f905bde5720865c64b89c2865e2733""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_pd_v2_history_20230103_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-330c5af384f7f407,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260710_v2.parquet,"[""RES-d35933c0d57d14ce""]",pd,dominant_main,pd.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260710_v2.parquet,"{""actual_checksums"":[""9a85276d0537977ba61457c6165afde37f4a6fced9c0c8f1b106adf8822f7541""],""db_checksums"":[""9a85276d0537977ba61457c6165afde37f4a6fced9c0c8f1b106adf8822f7541""],""db_data_roles"":[""superseded""],""db_ids"":[55623],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""9a85276d0537977ba61457c6165afde37f4a6fced9c0c8f1b106adf8822f7541""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_pd_v2_history_20230103_20260710.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-4f1b123cbedb7ff4,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260711_v2.parquet,"[""RES-9fa5a8ce67b237dc""]",pd,dominant_main,pd.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pd/contract=pd.MAIN/pd_MAIN_1d_20230103_20260711_v2.parquet,"{""actual_checksums"":[""8e30055e9ddc7dfb0d27bdbcb8fe201bbe9b7a54a7bd1e500d02a6b15ef3aac4""],""db_checksums"":[""8e30055e9ddc7dfb0d27bdbcb8fe201bbe9b7a54a7bd1e500d02a6b15ef3aac4""],""db_data_roles"":[""superseded""],""db_ids"":[55894],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""8e30055e9ddc7dfb0d27bdbcb8fe201bbe9b7a54a7bd1e500d02a6b15ef3aac4""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_pd_v2_history_20230103_20260711.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/pd/pd_v2_incremental_1d_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-a7f0459be91ed7b8,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260707_v2.parquet,"[""RES-e9e5afe21e262088""]",ps,dominant_main,ps.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260707_v2.parquet,"{""actual_checksums"":[""4a6b32db4b2a7c884d3873e67aa55576db19e394bb14178fd027d5a5831026cb""],""db_checksums"":[""4a6b32db4b2a7c884d3873e67aa55576db19e394bb14178fd027d5a5831026cb""],""db_data_roles"":[""superseded""],""db_ids"":[41191],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""4a6b32db4b2a7c884d3873e67aa55576db19e394bb14178fd027d5a5831026cb""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_ps_v2_history_20230103_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-dcb3ae2b51cb9373,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260710_v2.parquet,"[""RES-33e24abc3ec5d754""]",ps,dominant_main,ps.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260710_v2.parquet,"{""actual_checksums"":[""5c093e6244eef1a55232ffcbefba8a61373dc29b7c4c1bf1aec70900e92ae189""],""db_checksums"":[""5c093e6244eef1a55232ffcbefba8a61373dc29b7c4c1bf1aec70900e92ae189""],""db_data_roles"":[""superseded""],""db_ids"":[55632],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""5c093e6244eef1a55232ffcbefba8a61373dc29b7c4c1bf1aec70900e92ae189""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_ps_v2_history_20230103_20260710.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-c9e8909b35f95029,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260711_v2.parquet,"[""RES-a904f3dabacd1012""]",ps,dominant_main,ps.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=ps/contract=ps.MAIN/ps_MAIN_1d_20230103_20260711_v2.parquet,"{""actual_checksums"":[""57628b71f1effc5b50e462a66726ba0ceb4bc34e5341acc289200c7dba3f5c75""],""db_checksums"":[""57628b71f1effc5b50e462a66726ba0ceb4bc34e5341acc289200c7dba3f5c75""],""db_data_roles"":[""superseded""],""db_ids"":[55912],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""57628b71f1effc5b50e462a66726ba0ceb4bc34e5341acc289200c7dba3f5c75""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_ps_v2_history_20230103_20260711.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/ps/ps_v2_incremental_1d_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-ef3fc44d602f2b3f,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260707_v2.parquet,"[""RES-3a143521a0cbd3b1""]",pt,dominant_main,pt.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260707_v2.parquet,"{""actual_checksums"":[""2dadcf530324bf534a0e1166d73c68a653ea5d7123ca57e619e191644e60f075""],""db_checksums"":[""2dadcf530324bf534a0e1166d73c68a653ea5d7123ca57e619e191644e60f075""],""db_data_roles"":[""superseded""],""db_ids"":[41192],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""2dadcf530324bf534a0e1166d73c68a653ea5d7123ca57e619e191644e60f075""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_pt_v2_history_20230103_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-fba72146b73a7cf2,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260710_v2.parquet,"[""RES-ffd66a5f7a6fc2ac""]",pt,dominant_main,pt.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260710_v2.parquet,"{""actual_checksums"":[""2f043c97c3060e7644daeba38cbc7a0ab1948a0588ce76a69a57c6cb139835c9""],""db_checksums"":[""2f043c97c3060e7644daeba38cbc7a0ab1948a0588ce76a69a57c6cb139835c9""],""db_data_roles"":[""superseded""],""db_ids"":[55633],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""2f043c97c3060e7644daeba38cbc7a0ab1948a0588ce76a69a57c6cb139835c9""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_pt_v2_history_20230103_20260710.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-96c7b3be8ec609a1,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260711_v2.parquet,"[""RES-f489457914cc860c""]",pt,dominant_main,pt.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=pt/contract=pt.MAIN/pt_MAIN_1d_20230103_20260711_v2.parquet,"{""actual_checksums"":[""8cf8f256a97487cf2fdd8fbc8d70000839e5ff4e2a2bf10b5111d29d1d310326""],""db_checksums"":[""8cf8f256a97487cf2fdd8fbc8d70000839e5ff4e2a2bf10b5111d29d1d310326""],""db_data_roles"":[""superseded""],""db_ids"":[55914],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""8cf8f256a97487cf2fdd8fbc8d70000839e5ff4e2a2bf10b5111d29d1d310326""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_pt_v2_history_20230103_20260711.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/pt/pt_v2_incremental_1d_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-241607c93e1231ff,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=SI2308/SI2308_1d_20221222_20221230.parquet,"[""RES-fdb11b100e13e552""]",si,actual_contract,SI2308,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=SI2308/SI2308_1d_20221222_20221230.parquet,"{""actual_checksums"":[""9b6bc65f24aa92207470b2b796914f1ca6de129f98233ffcdf2f7f086cda1ea7""],""db_checksums"":[""9b6bc65f24aa92207470b2b796914f1ca6de129f98233ffcdf2f7f086cda1ea7""],""db_data_roles"":[""superseded""],""db_ids"":[70323],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""9b6bc65f24aa92207470b2b796914f1ca6de129f98233ffcdf2f7f086cda1ea7""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_si_SI2308_20221222_20221230.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-948a26c8527f4f46,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=si.MAIN/si_MAIN_1d_20230103_20260707_v2.parquet,"[""RES-16879257b7d29ba7""]",si,dominant_main,si.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=si.MAIN/si_MAIN_1d_20230103_20260707_v2.parquet,"{""actual_checksums"":[""6caeb24d740e7b639c29bb7d3dd29a6c247436fafdd691ebc3e24897920a0fdd""],""db_checksums"":[""6caeb24d740e7b639c29bb7d3dd29a6c247436fafdd691ebc3e24897920a0fdd""],""db_data_roles"":[""superseded""],""db_ids"":[41219],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""6caeb24d740e7b639c29bb7d3dd29a6c247436fafdd691ebc3e24897920a0fdd""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_si_v2_history_20230103_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-e8fc61a3c966d4aa,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=si.MAIN/si_MAIN_1d_20230103_20260710_v2.parquet,"[""RES-d7a70a02965c22b8""]",si,dominant_main,si.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=si.MAIN/si_MAIN_1d_20230103_20260710_v2.parquet,"{""actual_checksums"":[""9c0171ee7ec1bbde27a699312e7c906adde7c873b388b4864576b09e94666f32""],""db_checksums"":[""9c0171ee7ec1bbde27a699312e7c906adde7c873b388b4864576b09e94666f32""],""db_data_roles"":[""superseded""],""db_ids"":[55645],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""9c0171ee7ec1bbde27a699312e7c906adde7c873b388b4864576b09e94666f32""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_si_v2_history_20230103_20260710.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-30a5fe6e4ba72e27,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=si.MAIN/si_MAIN_1d_20230103_20260711_v2.parquet,"[""RES-7fee34256ba10b88""]",si,dominant_main,si.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=si/contract=si.MAIN/si_MAIN_1d_20230103_20260711_v2.parquet,"{""actual_checksums"":[""acdbaed15cc85f407b4f0671e91fc19c11afd6840d8e22c48839f5c2e925f825""],""db_checksums"":[""acdbaed15cc85f407b4f0671e91fc19c11afd6840d8e22c48839f5c2e925f825""],""db_data_roles"":[""superseded""],""db_ids"":[55938],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""acdbaed15cc85f407b4f0671e91fc19c11afd6840d8e22c48839f5c2e925f825""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_si_v2_history_20230103_20260711.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/si/si_v2_incremental_1d_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-305a7b743d4acff5,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2303/BC2303_1d_20221226_20221230.parquet,"[""RES-e0f4055cb7511563""]",bc,actual_contract,BC2303,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2303/BC2303_1d_20221226_20221230.parquet,"{""actual_checksums"":[""3209157b7bd3cf88d7e271c7de331d3d719f4693e8f8e34b19be9fb216c44e6f""],""db_checksums"":[""3209157b7bd3cf88d7e271c7de331d3d719f4693e8f8e34b19be9fb216c44e6f""],""db_data_roles"":[""superseded""],""db_ids"":[67399],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""3209157b7bd3cf88d7e271c7de331d3d719f4693e8f8e34b19be9fb216c44e6f""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_bc_BC2303_20221226_20221230.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-0a9bc6ceee699adc,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2608/BC2608_1d_20260401_20260707.parquet,"[""RES-69c1396f356d59f3""]",bc,actual_contract,BC2608,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=BC2608/BC2608_1d_20260401_20260707.parquet,"{""actual_checksums"":[""96c8e66cbce40ea84bf63567e2363476175ba46cceb5080a6ee6b92d68bb895b""],""db_checksums"":[""5d32b23ec37a51dc999ed37411512fe799e0bd07166854b4bd4e3ffaec932cb6"",""96c8e66cbce40ea84bf63567e2363476175ba46cceb5080a6ee6b92d68bb895b""],""db_data_roles"":[""primary"",""superseded""],""db_ids"":[33645,33936],""db_quality_statuses"":[""passed""],""db_record_count"":2,""manifest_checksums"":[""96c8e66cbce40ea84bf63567e2363476175ba46cceb5080a6ee6b92d68bb895b""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_actual_contract_bars_bc_BC2608_20260401_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-1c062c96cfc849b1,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260707_v2.parquet,"[""RES-98639d42a9d4e9bb""]",bc,dominant_main,bc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260707_v2.parquet,"{""actual_checksums"":[""3dcb5538d699b6bf91606655ea2f83f102af80046a34fb49bc24c83e3173b1b8""],""db_checksums"":[""3dcb5538d699b6bf91606655ea2f83f102af80046a34fb49bc24c83e3173b1b8""],""db_data_roles"":[""superseded""],""db_ids"":[40940],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""3dcb5538d699b6bf91606655ea2f83f102af80046a34fb49bc24c83e3173b1b8""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_bc_v2_history_20230103_20260707.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-3f98ef21edcb712f,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260710_v2.parquet,"[""RES-ca60e4b3b10c8db1""]",bc,dominant_main,bc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260710_v2.parquet,"{""actual_checksums"":[""bdc1d947b786b1a1c85c8c338e11287714a1728eba6374b6d0131540b9d47868""],""db_checksums"":[""bdc1d947b786b1a1c85c8c338e11287714a1728eba6374b6d0131540b9d47868""],""db_data_roles"":[""superseded""],""db_ids"":[55583],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""bdc1d947b786b1a1c85c8c338e11287714a1728eba6374b6d0131540b9d47868""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_bc_v2_history_20230103_20260710.csv#2""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
ACT-a5c679178d5a9a16,reconcile_db_registration,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260711_v2.parquet,"[""RES-adb1e1a6e4be4ec3""]",bc,dominant_main,bc.MAIN,1d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260711_v2.parquet,"{""actual_checksums"":[""2de0ad28614906005a09a341fc7924ba9e355edc9b7ee3c09cf9c5cb781aeedd""],""db_checksums"":[""2de0ad28614906005a09a341fc7924ba9e355edc9b7ee3c09cf9c5cb781aeedd""],""db_data_roles"":[""superseded""],""db_ids"":[55814],""db_quality_statuses"":[""passed""],""db_record_count"":1,""manifest_checksums"":[""2de0ad28614906005a09a341fc7924ba9e355edc9b7ee3c09cf9c5cb781aeedd""],""manifest_record_count"":1,""manifest_sources"":[""data/manifests/rqdata_bc_v2_history_20230103_20260711.csv#3""],""physical_exists"":true,""physical_row_count"":2,""physical_statuses"":[""readable""],""processed_summary_sources"":[""data/processed/v1b/bc/bc_v2_incremental_1d_20230103_20260711.json""]}",Reconcile existing DB registrations against the matching physical checksum and manifest identity.,false,false,true,false,false,medium,Restore affected DB rows from the pre-write snapshot using captured IDs.
