queue_action_id,action_type,target_scope,source_residual_ids,product,contract_role,contract,period,physical_path,current_evidence,recommended_action,requires_code_change,requires_manifest_change,requires_db_write,requires_parquet_write,requires_rqdata,risk_level,rollback_method
ACT-94260de9990e59a1,download_missing_actual_rank1_interval,b:B1007:1d:2009-10-14:2009-11-19,"[""RES-2393b7d15c9d936b""]",b,actual_contract,B1007,1d,,"{""db_absent"":true,""expected_end"":""2009-11-19"",""expected_start"":""2009-10-14"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-12-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-bd33254e1687c696,download_missing_actual_rank1_interval,b:B1709:1d:2017-04-19:2017-05-31,"[""RES-a6205ffd32046c67""]",b,actual_contract,B1709,1d,,"{""db_absent"":true,""expected_end"":""2017-05-31"",""expected_start"":""2017-04-19"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-12-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-7ef660cfde32ed04,download_missing_actual_rank1_interval,bb:BB2501:1d:2024-05-09:2025-01-15,"[""RES-087213b2dbe952d4""]",bb,actual_contract,BB2501,1d,,"{""db_absent"":true,""expected_end"":""2025-01-15"",""expected_start"":""2024-05-09"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2013-12-06""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-e271e7df91d6049e,download_missing_actual_rank1_interval,bb:BB2504:1d:2025-01-16:2025-04-15,"[""RES-9c8cfb8405c60b99""]",bb,actual_contract,BB2504,1d,,"{""db_absent"":true,""expected_end"":""2025-04-15"",""expected_start"":""2025-01-16"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2013-12-06""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-83efbb7083f2baa6,download_missing_actual_rank1_interval,bb:BB2509:1d:2025-04-16:2025-06-03,"[""RES-6893010238a5d762""]",bb,actual_contract,BB2509,1d,,"{""db_absent"":true,""expected_end"":""2025-06-03"",""expected_start"":""2025-04-16"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2013-12-06""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-2784e5e7b1efe352,download_missing_actual_rank1_interval,bb:BB2603:1d:2025-11-28:2026-02-02,"[""RES-970f2199369b145f""]",bb,actual_contract,BB2603,1d,,"{""db_absent"":true,""expected_end"":""2026-02-02"",""expected_start"":""2025-11-28"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2013-12-06""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-2028626b95e97ad4,download_missing_actual_rank1_interval,bb:BB2607:1d:2026-04-10:2026-06-05,"[""RES-8dccd247a70434b0""]",bb,actual_contract,BB2607,1d,,"{""db_absent"":true,""expected_end"":""2026-06-05"",""expected_start"":""2026-04-10"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2013-12-06""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-fa621f1a382593ff,download_missing_actual_rank1_interval,c:C0505:1d:2005-01-04:2005-03-21,"[""RES-099f43c65c22ff6e""]",c,actual_contract,C0505,1d,,"{""db_absent"":true,""expected_end"":""2005-03-21"",""expected_start"":""2005-01-04"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-13cc96e23b74fd97,download_missing_actual_rank1_interval,c:C0507:1d:2005-03-22:2005-05-12,"[""RES-844f8430283ba5a4""]",c,actual_contract,C0507,1d,,"{""db_absent"":true,""expected_end"":""2005-05-12"",""expected_start"":""2005-03-22"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-4976c99e79ffa487,download_missing_actual_rank1_interval,c:C0509:1d:2005-05-13:2005-07-21,"[""RES-12590445886b312d""]",c,actual_contract,C0509,1d,,"{""db_absent"":true,""expected_end"":""2005-07-21"",""expected_start"":""2005-05-13"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-44316beeaee623dc,download_missing_actual_rank1_interval,c:C0511:1d:2005-07-22:2005-08-11,"[""RES-bbc21964bba65276""]",c,actual_contract,C0511,1d,,"{""db_absent"":true,""expected_end"":""2005-08-11"",""expected_start"":""2005-07-22"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-f083d27148a5b870,download_missing_actual_rank1_interval,c:C0601:1d:2005-08-12:2005-10-10,"[""RES-501cd8901f4b3c44""]",c,actual_contract,C0601,1d,,"{""db_absent"":true,""expected_end"":""2005-10-10"",""expected_start"":""2005-08-12"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-af4953cc47b4824f,download_missing_actual_rank1_interval,c:C0605:1d:2005-10-11:2005-11-16,"[""RES-fe18955c9d3bafc5""]",c,actual_contract,C0605,1d,,"{""db_absent"":true,""expected_end"":""2005-11-16"",""expected_start"":""2005-10-11"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-b4dc9535e04b9823,download_missing_actual_rank1_interval,c:C0609:1d:2005-11-17:2006-04-18,"[""RES-c9c7d11d1069140b""]",c,actual_contract,C0609,1d,,"{""db_absent"":true,""expected_end"":""2006-04-18"",""expected_start"":""2005-11-17"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-b88bc20641c05832,download_missing_actual_rank1_interval,c:C0701:1d:2006-04-19:2006-05-18,"[""RES-e94aba768a7bb0af""]",c,actual_contract,C0701,1d,,"{""db_absent"":true,""expected_end"":""2006-05-18"",""expected_start"":""2006-04-19"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-1801a0f1c1be2d1d,download_missing_actual_rank1_interval,c:C0703:1d:2006-05-19:2006-07-27,"[""RES-19da968e7b645bc4""]",c,actual_contract,C0703,1d,,"{""db_absent"":true,""expected_end"":""2006-07-27"",""expected_start"":""2006-05-19"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-d87f459b6d59a3e2,download_missing_actual_rank1_interval,c:C0705:1d:2006-07-28:2007-01-16,"[""RES-5abfd32baf941d2f""]",c,actual_contract,C0705,1d,,"{""db_absent"":true,""expected_end"":""2007-01-16"",""expected_start"":""2006-07-28"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-035eb82122fb1aa6,download_missing_actual_rank1_interval,c:C0709:1d:2007-01-17:2007-06-25,"[""RES-8a33627d0712a468""]",c,actual_contract,C0709,1d,,"{""db_absent"":true,""expected_end"":""2007-06-25"",""expected_start"":""2007-01-17"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-347f7c01947d0534,download_missing_actual_rank1_interval,c:C0801:1d:2007-06-26:2007-08-13,"[""RES-db5b296c18e27c93""]",c,actual_contract,C0801,1d,,"{""db_absent"":true,""expected_end"":""2007-08-13"",""expected_start"":""2007-06-26"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-46461eb3b12347e2,download_missing_actual_rank1_interval,c:C0805:1d:2007-08-14:2008-01-15,"[""RES-129ecd7762696508""]",c,actual_contract,C0805,1d,,"{""db_absent"":true,""expected_end"":""2008-01-15"",""expected_start"":""2007-08-14"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-dcea7e63e42e2e2b,download_missing_actual_rank1_interval,c:C0809:1d:2008-01-16:2008-04-17,"[""RES-df4d607c317491dd""]",c,actual_contract,C0809,1d,,"{""db_absent"":true,""expected_end"":""2008-04-17"",""expected_start"":""2008-01-16"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-d4fcdafd3300ca01,download_missing_actual_rank1_interval,c:C0901:1d:2008-04-18:2008-08-25,"[""RES-5329b9fa08ac23f6""]",c,actual_contract,C0901,1d,,"{""db_absent"":true,""expected_end"":""2008-08-25"",""expected_start"":""2008-04-18"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-c4cbfbd68f105e70,download_missing_actual_rank1_interval,c:C0905:1d:2008-08-26:2009-02-16,"[""RES-7097a45abb127162""]",c,actual_contract,C0905,1d,,"{""db_absent"":true,""expected_end"":""2009-02-16"",""expected_start"":""2008-08-26"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-c25e291d7b8db33f,download_missing_actual_rank1_interval,c:C0909:1d:2009-02-17:2009-06-05,"[""RES-9f925a003e3e1ada""]",c,actual_contract,C0909,1d,,"{""db_absent"":true,""expected_end"":""2009-06-05"",""expected_start"":""2009-02-17"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-b99ec181b3fa180e,download_missing_actual_rank1_interval,c:C1001:1d:2009-06-08:2009-08-13,"[""RES-e56adb6cd16f6cd8""]",c,actual_contract,C1001,1d,,"{""db_absent"":true,""expected_end"":""2009-08-13"",""expected_start"":""2009-06-08"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-a863d0c8c9526523,download_missing_actual_rank1_interval,c:C1005:1d:2009-08-14:2009-12-28,"[""RES-d9a43c570fe06c18""]",c,actual_contract,C1005,1d,,"{""db_absent"":true,""expected_end"":""2009-12-28"",""expected_start"":""2009-08-14"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-09-22""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-c077f223fb45df6c,download_missing_actual_rank1_interval,cf:CF0504:1d:2005-01-04:2005-01-27,"[""RES-39f9db5a30a7f255""]",cf,actual_contract,CF0504,1d,,"{""db_absent"":true,""expected_end"":""2005-01-27"",""expected_start"":""2005-01-04"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-9192dd749d22605a,download_missing_actual_rank1_interval,cf:CF0505:1d:2005-01-28:2005-03-07,"[""RES-a75d4d69a7def776""]",cf,actual_contract,CF0505,1d,,"{""db_absent"":true,""expected_end"":""2005-03-07"",""expected_start"":""2005-01-28"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-8c5074b1dc6d23a3,download_missing_actual_rank1_interval,cf:CF0506:1d:2005-03-08:2005-04-07,"[""RES-58b5239ae10f87b0""]",cf,actual_contract,CF0506,1d,,"{""db_absent"":true,""expected_end"":""2005-04-07"",""expected_start"":""2005-03-08"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-30f1987392874081,download_missing_actual_rank1_interval,cf:CF0507:1d:2005-04-08:2005-05-20,"[""RES-54d497d2f04d27c3""]",cf,actual_contract,CF0507,1d,,"{""db_absent"":true,""expected_end"":""2005-05-20"",""expected_start"":""2005-04-08"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-1c528ac7389b786f,download_missing_actual_rank1_interval,cf:CF0509:1d:2005-05-23:2005-07-07,"[""RES-68ca288cd7197f3d""]",cf,actual_contract,CF0509,1d,,"{""db_absent"":true,""expected_end"":""2005-07-07"",""expected_start"":""2005-05-23"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-a32405ba5792e0ca,download_missing_actual_rank1_interval,cf:CF0510:1d:2005-07-08:2005-08-30,"[""RES-5d541b603fd3b028""]",cf,actual_contract,CF0510,1d,,"{""db_absent"":true,""expected_end"":""2005-08-30"",""expected_start"":""2005-07-08"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-b05d27aae99ec66f,download_missing_actual_rank1_interval,cf:CF0511:1d:2005-08-31:2005-09-13,"[""RES-f8303baceab6b9f6""]",cf,actual_contract,CF0511,1d,,"{""db_absent"":true,""expected_end"":""2005-09-13"",""expected_start"":""2005-08-31"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-dad9819fe582322c,download_missing_actual_rank1_interval,cf:CF0601:1d:2005-09-14:2005-10-20,"[""RES-0488b8bbbf4feac2""]",cf,actual_contract,CF0601,1d,,"{""db_absent"":true,""expected_end"":""2005-10-20"",""expected_start"":""2005-09-14"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-1b09ee324984d75f,download_missing_actual_rank1_interval,cf:CF0603:1d:2005-10-21:2005-12-20,"[""RES-3f6c2a0c6b49f683""]",cf,actual_contract,CF0603,1d,,"{""db_absent"":true,""expected_end"":""2005-12-20"",""expected_start"":""2005-10-21"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-d931d768709480cd,download_missing_actual_rank1_interval,cf:CF0604:1d:2005-12-21:2006-01-16,"[""RES-79f896afdc94eb28""]",cf,actual_contract,CF0604,1d,,"{""db_absent"":true,""expected_end"":""2006-01-16"",""expected_start"":""2005-12-21"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-ae36d1a3922a8b36,download_missing_actual_rank1_interval,cf:CF0605:1d:2006-01-17:2006-03-24,"[""RES-17948838f4f75f49""]",cf,actual_contract,CF0605,1d,,"{""db_absent"":true,""expected_end"":""2006-03-24"",""expected_start"":""2006-01-17"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-6756abd39b165bf4,download_missing_actual_rank1_interval,cf:CF0606:1d:2006-03-27:2006-04-26,"[""RES-22fc7909c0012d6b""]",cf,actual_contract,CF0606,1d,,"{""db_absent"":true,""expected_end"":""2006-04-26"",""expected_start"":""2006-03-27"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-9c6d2213a290ee3f,download_missing_actual_rank1_interval,cf:CF0607:1d:2006-04-27:2006-06-09,"[""RES-7a11d9460565fc94""]",cf,actual_contract,CF0607,1d,,"{""db_absent"":true,""expected_end"":""2006-06-09"",""expected_start"":""2006-04-27"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-cac6e543772e3072,download_missing_actual_rank1_interval,cf:CF0608:1d:2006-06-12:2006-06-28,"[""RES-ab0c14d0c2a88a3c""]",cf,actual_contract,CF0608,1d,,"{""db_absent"":true,""expected_end"":""2006-06-28"",""expected_start"":""2006-06-12"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-15be65da041d7c76,download_missing_actual_rank1_interval,cf:CF0609:1d:2006-06-29:2006-08-02,"[""RES-999a8ba1bd7a3194""]",cf,actual_contract,CF0609,1d,,"{""db_absent"":true,""expected_end"":""2006-08-02"",""expected_start"":""2006-06-29"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-8b924d7f2d99db47,download_missing_actual_rank1_interval,cf:CF0611:1d:2006-08-03:2006-09-20,"[""RES-6f2a2043f29fa00e""]",cf,actual_contract,CF0611,1d,,"{""db_absent"":true,""expected_end"":""2006-09-20"",""expected_start"":""2006-08-03"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-15f5407b4ecdbc03,download_missing_actual_rank1_interval,cf:CF0612:1d:2006-09-21:2006-09-27,"[""RES-7518cee032d7bbfd""]",cf,actual_contract,CF0612,1d,,"{""db_absent"":true,""expected_end"":""2006-09-27"",""expected_start"":""2006-09-21"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-39f5ecb094b51231,download_missing_actual_rank1_interval,cf:CF0701:1d:2006-09-28:2006-11-07,"[""RES-7123ee20b1e55575""]",cf,actual_contract,CF0701,1d,,"{""db_absent"":true,""expected_end"":""2006-11-07"",""expected_start"":""2006-09-28"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-f5e46a423db65f75,download_missing_actual_rank1_interval,cf:CF0705:1d:2006-11-08:2007-03-23,"[""RES-8fdcfb572087e4e0""]",cf,actual_contract,CF0705,1d,,"{""db_absent"":true,""expected_end"":""2007-03-23"",""expected_start"":""2006-11-08"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-946d719316a789af,download_missing_actual_rank1_interval,cf:CF0707:1d:2007-03-26:2007-06-06,"[""RES-efa7645971db580b""]",cf,actual_contract,CF0707,1d,,"{""db_absent"":true,""expected_end"":""2007-06-06"",""expected_start"":""2007-03-26"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-b6f9dc18100a89d1,download_missing_actual_rank1_interval,cf:CF0709:1d:2007-06-07:2007-07-06,"[""RES-02a3e71303a67d4b""]",cf,actual_contract,CF0709,1d,,"{""db_absent"":true,""expected_end"":""2007-07-06"",""expected_start"":""2007-06-07"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-12dcd067cb6b94f8,download_missing_actual_rank1_interval,cf:CF0801:1d:2007-07-09:2007-09-18,"[""RES-a02d5ecd94a97f28""]",cf,actual_contract,CF0801,1d,,"{""db_absent"":true,""expected_end"":""2007-09-18"",""expected_start"":""2007-07-09"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-428412031e47dd24,download_missing_actual_rank1_interval,cf:CF0805:1d:2007-09-19:2008-02-19,"[""RES-eac1d2e89816a816""]",cf,actual_contract,CF0805,1d,,"{""db_absent"":true,""expected_end"":""2008-02-19"",""expected_start"":""2007-09-19"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-4c3b81a64f6086aa,download_missing_actual_rank1_interval,cf:CF0807:1d:2008-02-20:2008-07-10,"[""RES-7bcf07502868af39""]",cf,actual_contract,CF0807,1d,,"{""db_absent"":true,""expected_end"":""2008-07-10"",""expected_start"":""2008-02-20"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-e152a4ef0123e6a7,download_missing_actual_rank1_interval,cf:CF0901:1d:2008-07-11:2008-11-14,"[""RES-79a67e3f258cb8fe""]",cf,actual_contract,CF0901,1d,,"{""db_absent"":true,""expected_end"":""2008-11-14"",""expected_start"":""2008-07-11"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-7c1238d5db0f786c,download_missing_actual_rank1_interval,cf:CF0905:1d:2008-11-17:2009-03-25,"[""RES-d6c82c1f67a8c2d9""]",cf,actual_contract,CF0905,1d,,"{""db_absent"":true,""expected_end"":""2009-03-25"",""expected_start"":""2008-11-17"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-7ec83f85dae9c264,download_missing_actual_rank1_interval,cf:CF0907:1d:2009-03-26:2009-05-26,"[""RES-a3b666cb97365c1b""]",cf,actual_contract,CF0907,1d,,"{""db_absent"":true,""expected_end"":""2009-05-26"",""expected_start"":""2009-03-26"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
ACT-9f802528d6289c7d,download_missing_actual_rank1_interval,cf:CF0909:1d:2009-05-27:2009-07-14,"[""RES-ee3457d60f60d82d""]",cf,actual_contract,CF0909,1d,,"{""db_absent"":true,""expected_end"":""2009-07-14"",""expected_start"":""2009-05-27"",""interval_within_boundary"":true,""manifest_absent"":true,""physical_absent"":true,""supported_boundary"":""2004-06-01""}",Download only this proven missing actual-rank1 interval in a separately approved RQData write task.,false,true,true,true,true,high,Remove only newly versioned downloads and restore manifest/DB snapshots.
