product,layer,actual_contract,start_date,end_date,reason
cu,actual_1w_roll_segment,CU0507,2005-04-26,2005-06-01,"trading parameter gate failed for CU0507 on 2005-06-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0508,2005-06-02,2005-07-01,"trading parameter gate failed for CU0508 on 2005-07-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0509,2005-07-04,2005-08-03,"trading parameter gate failed for CU0509 on 2005-08-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0510,2005-08-04,2005-08-31,"trading parameter gate failed for CU0510 on 2005-08-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0511,2005-09-01,2005-09-22,"trading parameter gate failed for CU0511 on 2005-09-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0512,2005-09-23,2005-10-25,"trading parameter gate failed for CU0512 on 2005-10-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0601,2005-10-26,2005-12-01,"trading parameter gate failed for CU0601 on 2005-12-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0602,2005-12-02,2005-12-26,"trading parameter gate failed for CU0602 on 2005-12-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0603,2005-12-27,2006-01-25,"trading parameter gate failed for CU0603 on 2006-01-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0604,2006-02-06,2006-02-23,"trading parameter gate failed for CU0604 on 2006-02-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0605,2006-02-24,2006-03-23,"trading parameter gate failed for CU0605 on 2006-03-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0606,2006-03-24,2006-04-19,"trading parameter gate failed for CU0606 on 2006-04-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0607,2006-04-20,2006-05-15,"trading parameter gate failed for CU0607 on 2006-05-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0608,2006-05-16,2006-06-15,"trading parameter gate failed for CU0608 on 2006-06-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0609,2006-06-16,2006-07-20,"trading parameter gate failed for CU0609 on 2006-07-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0610,2006-07-21,2006-09-07,"trading parameter gate failed for CU0610 on 2006-09-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0611,2006-09-08,2006-10-17,"trading parameter gate failed for CU0611 on 2006-10-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0612,2006-10-18,2006-11-03,"trading parameter gate failed for CU0612 on 2006-11-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0701,2006-11-06,2006-12-07,"trading parameter gate failed for CU0701 on 2006-12-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0702,2006-12-08,2007-01-05,"trading parameter gate failed for CU0702 on 2007-01-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0703,2007-01-08,2007-01-30,"trading parameter gate failed for CU0703 on 2007-01-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0704,2007-01-31,2007-03-01,"trading parameter gate failed for CU0704 on 2007-03-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0705,2007-03-02,2007-03-21,"trading parameter gate failed for CU0705 on 2007-03-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0706,2007-03-22,2007-04-11,"trading parameter gate failed for CU0706 on 2007-04-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0707,2007-04-12,2007-05-17,"trading parameter gate failed for CU0707 on 2007-05-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0708,2007-05-18,2007-06-19,"trading parameter gate failed for CU0708 on 2007-06-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0709,2007-06-20,2007-07-23,"trading parameter gate failed for CU0709 on 2007-07-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0710,2007-07-24,2007-08-23,"trading parameter gate failed for CU0710 on 2007-08-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0711,2007-08-24,2007-09-21,"trading parameter gate failed for CU0711 on 2007-09-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0712,2007-09-24,2007-10-22,"trading parameter gate failed for CU0712 on 2007-10-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0801,2007-10-23,2007-11-22,"trading parameter gate failed for CU0801 on 2007-11-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0802,2007-11-23,2007-12-21,"trading parameter gate failed for CU0802 on 2007-12-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0803,2007-12-24,2008-01-17,"trading parameter gate failed for CU0803 on 2008-01-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0804,2008-01-18,2008-02-19,"trading parameter gate failed for CU0804 on 2008-02-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0805,2008-02-20,2008-03-17,"trading parameter gate failed for CU0805 on 2008-03-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0806,2008-03-18,2008-04-17,"trading parameter gate failed for CU0806 on 2008-04-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0807,2008-04-18,2008-05-22,"trading parameter gate failed for CU0807 on 2008-05-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0808,2008-05-23,2008-06-24,"trading parameter gate failed for CU0808 on 2008-06-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0809,2008-06-25,2008-07-24,"trading parameter gate failed for CU0809 on 2008-07-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0810,2008-07-25,2008-08-15,"trading parameter gate failed for CU0810 on 2008-08-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0811,2008-08-18,2008-09-16,"trading parameter gate failed for CU0811 on 2008-09-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0812,2008-09-17,2008-10-17,"trading parameter gate failed for CU0812 on 2008-10-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0901,2008-10-20,2008-11-19,"trading parameter gate failed for CU0901 on 2008-11-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0902,2008-11-20,2008-12-17,"trading parameter gate failed for CU0902 on 2008-12-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0903,2008-12-18,2009-01-14,"trading parameter gate failed for CU0903 on 2009-01-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0904,2009-01-15,2009-02-09,"trading parameter gate failed for CU0904 on 2009-02-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0905,2009-02-10,2009-03-06,"trading parameter gate failed for CU0905 on 2009-03-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0906,2009-03-09,2009-03-31,"trading parameter gate failed for CU0906 on 2009-03-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0907,2009-04-01,2009-04-22,"trading parameter gate failed for CU0907 on 2009-04-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0908,2009-04-23,2009-05-27,"trading parameter gate failed for CU0908 on 2009-05-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0909,2009-06-01,2009-06-22,"trading parameter gate failed for CU0909 on 2009-06-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0910,2009-06-23,2009-07-20,"trading parameter gate failed for CU0910 on 2009-07-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0911,2009-07-21,2009-08-19,"trading parameter gate failed for CU0911 on 2009-08-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU0912,2009-08-20,2009-09-30,"trading parameter gate failed for CU0912 on 2009-09-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1001,2009-10-09,2009-11-09,"trading parameter gate failed for CU1001 on 2009-11-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1002,2009-11-10,2009-11-26,"trading parameter gate failed for CU1002 on 2009-11-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1003,2009-11-27,2009-12-25,"trading parameter gate failed for CU1003 on 2009-12-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1004,2009-12-28,2010-01-19,"trading parameter gate failed for CU1004 on 2010-01-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1005,2010-01-20,2010-02-24,"trading parameter gate failed for CU1005 on 2010-02-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1006,2010-02-25,2010-03-26,"trading parameter gate failed for CU1006 on 2010-03-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1007,2010-03-29,2010-04-28,"trading parameter gate failed for CU1007 on 2010-04-28: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1008,2010-04-29,2010-05-27,"trading parameter gate failed for CU1008 on 2010-05-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1009,2010-05-28,2010-06-29,"trading parameter gate failed for CU1009 on 2010-06-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1010,2010-06-30,2010-07-28,"trading parameter gate failed for CU1010 on 2010-07-28: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1011,2010-07-29,2010-08-24,"trading parameter gate failed for CU1011 on 2010-08-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1012,2010-08-25,2010-10-08,"trading parameter gate failed for CU1012 on 2010-10-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1101,2010-10-11,2010-10-27,"trading parameter gate failed for CU1101 on 2010-10-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1102,2010-10-28,2010-11-19,"trading parameter gate failed for CU1102 on 2010-11-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1103,2010-11-22,2010-12-31,"trading parameter gate failed for CU1103 on 2010-12-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1104,2011-01-04,2011-02-01,"trading parameter gate failed for CU1104 on 2011-02-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1105,2011-02-09,2011-03-15,"trading parameter gate failed for CU1105 on 2011-03-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1106,2011-03-16,2011-04-25,"trading parameter gate failed for CU1106 on 2011-04-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1107,2011-04-26,2011-05-24,"trading parameter gate failed for CU1107 on 2011-05-24: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1108,2011-05-25,2011-06-27,"trading parameter gate failed for CU1108 on 2011-06-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1109,2011-06-28,2011-07-22,"trading parameter gate failed for CU1109 on 2011-07-22: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1110,2011-07-25,2011-08-16,"trading parameter gate failed for CU1110 on 2011-08-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1111,2011-08-17,2011-09-16,"trading parameter gate failed for CU1111 on 2011-09-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1112,2011-09-19,2011-10-19,"trading parameter gate failed for CU1112 on 2011-10-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1201,2011-10-20,2011-11-17,"trading parameter gate failed for CU1201 on 2011-11-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1202,2011-11-18,2011-12-15,"trading parameter gate failed for CU1202 on 2011-12-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1203,2011-12-16,2012-01-17,"trading parameter gate failed for CU1203 on 2012-01-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1204,2012-01-18,2012-02-10,"trading parameter gate failed for CU1204 on 2012-02-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1205,2012-02-13,2012-03-06,"trading parameter gate failed for CU1205 on 2012-03-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1206,2012-03-07,2012-04-05,"trading parameter gate failed for CU1206 on 2012-04-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1207,2012-04-06,2012-04-27,"trading parameter gate failed for CU1207 on 2012-04-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1208,2012-05-02,2012-05-17,"trading parameter gate failed for CU1208 on 2012-05-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1209,2012-05-18,2012-06-20,"trading parameter gate failed for CU1209 on 2012-06-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1210,2012-06-21,2012-07-19,"trading parameter gate failed for CU1210 on 2012-07-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1211,2012-07-20,2012-08-14,"trading parameter gate failed for CU1211 on 2012-08-14: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1212,2012-08-15,2012-09-17,"trading parameter gate failed for CU1212 on 2012-09-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1301,2012-09-18,2012-10-26,"trading parameter gate failed for CU1301 on 2012-10-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1302,2012-10-29,2012-11-26,"trading parameter gate failed for CU1302 on 2012-11-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1303,2012-11-27,2012-12-25,"trading parameter gate failed for CU1303 on 2012-12-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1304,2012-12-26,2013-01-25,"trading parameter gate failed for CU1304 on 2013-01-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1305,2013-01-28,2013-02-26,"trading parameter gate failed for CU1305 on 2013-02-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1306,2013-02-27,2013-03-18,"trading parameter gate failed for CU1306 on 2013-03-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1307,2013-03-19,2013-04-03,"trading parameter gate failed for CU1307 on 2013-04-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1308,2013-04-08,2013-05-02,"trading parameter gate failed for CU1308 on 2013-05-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1309,2013-05-03,2013-06-06,"trading parameter gate failed for CU1309 on 2013-06-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
cu,actual_1w_roll_segment,CU1310,2013-06-07,2013-07-08,"trading parameter gate failed for CU1310 on 2013-07-08: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
cu,actual_1w_roll_segment,CU1311,2013-07-09,2013-08-16,"trading parameter gate failed for CU1311 on 2013-08-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product'"
cy,actual_1w_roll_segment,CY1809,2017-12-01,2017-12-01,RQData returned no rows for CY1809 1w 2017-12-01..2017-12-01
eb,actual_1w_roll_segment,EB2004,2019-09-26,2019-09-26,RQData returned no rows for EB2004 1w 2019-09-26..2019-09-26
fb,actual_1w_roll_segment,FB1404,2013-12-06,2013-12-06,RQData returned no rows for FB1404 1w 2013-12-06..2013-12-06
fg,actual_1w_roll_segment,FG1303,2012-12-03,2012-12-03,"trading parameter gate failed for FG1303 on 2012-12-03: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1305,2012-12-04,2013-01-29,"trading parameter gate failed for FG1305 on 2013-01-29: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1309,2013-01-30,2013-06-20,"trading parameter gate failed for FG1309 on 2013-06-20: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1401,2013-06-21,2013-10-30,"trading parameter gate failed for FG1401 on 2013-10-30: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1405,2013-10-31,2014-03-17,"trading parameter gate failed for FG1405 on 2014-03-17: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1409,2014-03-18,2014-07-10,"trading parameter gate failed for FG1409 on 2014-07-10: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1501,2014-07-11,2014-11-14,"trading parameter gate failed for FG1501 on 2014-11-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'fg', 'c"
fg,actual_1w_roll_segment,FG1506,2014-11-17,2015-04-07,"trading parameter gate failed for FG1506 on 2015-04-07: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1506', 'trade_date': "
fg,actual_1w_roll_segment,FG1509,2015-04-08,2015-08-07,"trading parameter gate failed for FG1509 on 2015-08-07: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1509', 'trade_date': "
fg,actual_1w_roll_segment,FG1601,2015-08-10,2015-12-01,"trading parameter gate failed for FG1601 on 2015-12-01: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'fg', 'contract_code': 'FG1601', 'trade_date': "
